# number|area|cognition|question|correct|wrong1|wrong2|wrong3|explanation|source
425|M|application|A research partner requests sewer monitoring data that include sensitive facility locations. What should the utility establish before sharing?|An authorized data scope, protection arrangement and clear research responsibilities|Unrestricted publication because the recipient is a university|A verbal understanding without checking the requested data fields|Removal of measurement dates while leaving all other sensitive details unchecked|Research value does not remove the need to define and authorize data use. Scope, protection and responsibilities should be appropriate to the information and purpose.|om
426|C|application|A new cleaning method reduces deposits in one reach, but the next inspection finds debris accumulated downstream. What does a sound improvement review do?|Evaluate the whole affected reach and revise recovery or cleaning controls|Declare success based on the cleaned section and exclude downstream effects|Repeat the method faster without investigating where solids went|Cancel all cleaning because one trial needs adjustment|Improvement should be measured against the intended system outcome. A local gain that transfers the problem requires investigation and adjustment rather than an unqualified success claim.|om
427|L|application|A station has standby power, but its fuel delivery route floods during the same events that cause outages. What vulnerability remains?|A common event can disrupt both power supply and generator endurance|Installed generator capacity establishes endurance regardless of fuel access|The flood can be excluded because it does not reach the generator platform|A successful short load test proves operation throughout a prolonged outage|Resilience depends on supporting systems as well as installed equipment. Common-cause failures can defeat arrangements that appear redundant when considered separately.|lift
428|S|application|Only one operator can configure the station's control system, and retirement is approaching. What is the best continuity action?|Document verified procedures and train authorized backups through supervised practice|Store the operator's password in an unrestricted shared file|Assume the supplier can respond immediately without a support agreement|Record the retirement date without changing knowledge or access arrangements|Continuity requires transferable knowledge, authorized access and demonstrated backup capability. An unsafe credential-sharing shortcut does not establish maintainable support.|om
429|S|application|A rehabilitation bid is cheapest but omits service reconnections included in the other bids. How should the evaluation proceed?|Normalize the scope and assess capability, risk and total delivered cost|Select it immediately because the submitted total is lowest|Reject every higher bid without checking the scope differences|Compare prices per metre while ignoring the omitted work|Prices are meaningful only for comparable obligations. Scope, technical capability and delivery risks must be evaluated alongside cost.|om
431|E|application|A utility proposes network-wide smart sensors before defining maintenance ownership or communications support. What should its implementation plan establish first?|Operational requirements, support responsibilities and a staged validation approach|A large device order to guarantee the project will be used|Central dashboard procurement before defining sensor data ownership|A commitment to retire manual checks before testing the sensors|Technology must be supportable and useful for a defined operational task. Staged validation exposes data, communications and maintenance limitations before broad dependence develops.|om
432|S|application|An overflow investigation stalls because operations assumes engineering owns the corrective action and engineering assumes maintenance does. What is the best organizational fix?|Assign an accountable owner and explicit supporting responsibilities for the action|Send the same report to more departments without assigning ownership|Close the action because several departments have reviewed it|Let the first available contractor decide the utility's responsibility|Shared involvement is not the same as clear accountability. An owner, required support and verification criteria help move a finding to completed correction.|om
433|S|application|An experienced operator has certification but has never operated a newly installed isolation system. What preparation is appropriate before independent use?|Provide equipment-specific training and verify the required operating skills|Treat certification as proof of competence on every equipment configuration|Allow independent use after reading the equipment nameplate|Restrict all training to general classroom material unrelated to the installation|Certification and site-specific task competence serve related but different purposes. New equipment requires preparation for its actual controls, hazards and procedures.|orientation
434|S|application|Two crews use different revisions of a pump isolation procedure. What quality-system action most directly resolves the issue?|Control the current revision, withdraw obsolete copies and verify staff understanding|Add another procedure number while leaving both revisions in circulation|Let each crew select the revision it finds quicker|Review the inconsistency at the next annual budget meeting|Document control must make the correct current procedure available at the point of use. Updating the master file alone does not remove obsolete field copies.|om
435|S|application|A service standard requires an initial response within 60 minutes. Of 80 recorded incidents, 68 met that target. What percentage met the response standard?|85%|15%|68%|94%|The proportion is 68/80 × 100 = 85%. The measure should retain a consistent definition of initial response and include the complete relevant incident set.|math
439|M|application|Summed upstream meters report 1,200 m³ over a day and the downstream meter reports 1,350 m³. Storage change and lateral inflows are not yet quantified. What does the 150 m³ difference establish?|An unexplained balance difference requiring investigation, not a proven leak|A measured exfiltration loss of exactly 150 m³|A confirmed downstream meter error of exactly 150 m³|Proof that every upstream meter underreads by the same percentage|A balance includes measured flows, unmetered contributions, storage and uncertainty. The residual identifies a question to investigate; it does not identify one cause by itself.|om
443|M|application|At a junction with two outlet sewers, one branch becomes surcharged during storms. What determines the changing flow split most directly?|The connected water levels, geometry and hydraulic losses in both branches|Pipe direction on the plan regardless of downstream water levels|An equal split whenever the inlet diameter remains unchanged|The number of downstream manholes without considering their levels|Flow division responds to the connected hydraulic conditions. A fixed equal split or a simple plan-view rule can fail when downstream water levels change.|om
444|M|recall|When converting a sewer's wetted flow area to discharge using Q = A V, which velocity does V represent?|The mean velocity across the wetted cross-section|The maximum velocity at a single point in the section|The velocity of the liquid directly against the pipe wall|The travel speed of the flow meter through the sewer|Discharge sums the flow through the whole wetted section, so Q = A V uses cross-sectional mean velocity. A local point reading needs an appropriate relationship to that mean. This is the velocity definition used in sewer flow measurement, not an abstract wall-boundary question.|math
445|E|application|A force main requires more head at the same verified flow than it did after commissioning. Which investigation is most useful?|Check deposits, valve positions, air accumulation and measurement accuracy|Assume motor age directly determines the pipe's internal roughness|Increase the design diameter in the records to match the old curve|Replace the flow reading with the pump's original nominal capacity|Increased system resistance or a measurement problem can shift the apparent operating point. Several mechanisms should be checked before attributing the change to one cause.|force
446|E|application|A flow meter was calibrated in a workshop but is installed where the pipe is intermittently partially full. What is the main concern?|Installation conditions may invalidate the meter's assumed measurement conditions|Workshop calibration guarantees accuracy under every field condition|Any partially full pipe can be measured accurately using a full-pipe assumption|A longer reporting interval removes installation-related bias|Calibration does not compensate for an unsuitable installation or violated operating assumptions. Meter selection and field configuration must match the actual hydraulic conditions.|om
447|L|application|A force main experiences damaging pressure oscillations after power loss. Which change should be assessed through a transient analysis?|Pump-trip behaviour, check-valve response and suitable surge-control measures|A faster-closing valve selected without evaluating the pressure response|An alarm delay that hides the pressure oscillations from operators|A higher steady-state pump speed as the sole protective measure|Pump trips and valve response can generate transient pressures unlike normal operating pressure. Protection should be evaluated for the credible event rather than selected from one steady-state value.|force
448|M|application|A level series is perfectly flat for six hours while a nearby independent sensor records a storm response. What should the analyst do?|Flag the suspect interval and investigate the sensor and communications path|Interpret the flat trace as confirmed successful storage control|Interpolate silently and present the result as measured data|Delete the independent sensor series to eliminate disagreement|Contradictory independent evidence can reveal frozen values or data-transfer problems. Preserve the raw data and identify any validation or substitution explicitly.|om
449|E|application|A pump's vibration increases after coupling maintenance. What is the most appropriate initial diagnostic approach?|Compare the change with alignment, operating point and relevant vibration evidence|Replace all bearings immediately without checking the maintenance change|Assume increased vibration proves cavitation regardless of other evidence|Increase speed to move the vibration beyond the monitoring range|Vibration is a symptom with multiple possible causes. The timing of the change and measured signatures should guide inspection instead of an unsupported single-cause diagnosis.|lift
450|E|application|A gearbox oil sample shows increased wear particles, but the sample point and procedure changed. What should the maintainer do?|Evaluate sampling comparability and confirm the trend before diagnosing deterioration|Compare the result directly with the old trend without noting the change|Discard all future oil analysis because sampling can affect results|Top up the oil and assume the particle source has been removed|Oil analysis depends on representative and comparable sampling. An apparent trend may reflect sampling differences and should be assessed with equipment condition and follow-up evidence.|om
451|E|application|Thermography finds a hot electrical connection under substantial load. What is the appropriate follow-up?|Have qualified personnel assess loading and connection condition using safe electrical procedures|Tighten the live connection immediately without an electrical work assessment|Ignore it because thermal images cannot support maintenance decisions|Replace the thermal camera because all connections should have equal temperatures|Thermography can indicate a condition needing investigation, not authorize unsafe live work. Load, comparison points and safe inspection procedures are part of the diagnosis.|confined
453|L|application|Grit accumulation reduces a wet well's effective storage while controller levels remain unchanged. What operational change is plausible?|Shorter storage intervals and altered cycling, requiring assessment and safe cleaning|Greater usable storage because grit supports the wastewater surface|Lower inflow volume because the wet well contains more solids|A guaranteed increase in pump efficiency independent of solids exposure|Deposits displace liquid storage and may affect equipment. The consequences depend on their location and the controls; assessment and cleaning should address actual usable volume and safe access.|lift
454|L|application|A force-main flushing proposal may send a large solids load to the downstream system. What should be coordinated before flushing?|Receiving capacity, solids handling, operational controls and downstream notifications|The highest attainable velocity without considering downstream consequences|A public announcement that the line is clean before inspection or results|Removal of downstream monitoring to prevent nuisance alarms|Flushing transfers mobilized material downstream. Planning must account for the receiving system and treatment process as well as the force main being cleaned.|force
455|E|application|A wet-well transmitter agrees at one calibration point but differs from a reference near the high-level alarm. What should be tested?|Its range response, reference setup and the complete alarm/control function|The low point alone because one matching value validates the full range|A longer alarm delay to accommodate the unexplained measurement error|The displayed engineering-unit label without an independent reference test|Agreement at one point does not demonstrate accurate measurement over the operating range. Control and alarm functions also need verification beyond a display reading.|lift
456|L|application|A field pump test shows lower efficiency than a previous test, but the new power reading includes ventilation and lighting. What must be corrected before comparison?|Use a consistent power boundary and comparable flow/head measurements|Attribute the entire efficiency difference to impeller wear|Ignore auxiliary loads because all electricity becomes hydraulic power|Compare motor current alone with the old hydraulic efficiency|Efficiency compares hydraulic output with a defined input. Inconsistent inclusion of auxiliary loads can create a false performance change even when pump behaviour is unchanged.|math
457|L|application|An odour-control dosing pump runs when wastewater flow stops. What should the operating review examine?|Flow-related interlocks, dose control and safe shutdown behaviour|Increasing chemical strength to compensate for stagnant conditions|Disabling flow indication so dosing remains uninterrupted|Using a fixed annual chemical purchase quantity as the control signal|Chemical delivery should be evaluated against actual process conditions and the site's control design. Loss of wastewater flow can change dose concentration and exposure, requiring an appropriate safe response.|force
459|E|application|A jetting crew proposes the same aggressive cutting nozzle for soft grease and a structurally fragile pipe. What is the best equipment decision?|Match the tool and settings to the obstruction and verified pipe condition|Use the previous maximum-pressure setting before checking fragile joints|Choose by hose diameter without reviewing nozzle action or pipe condition|Select the most aggressive cutter to avoid a second cleaning pass|Cleaning equipment must suit both the obstruction and the pipe's condition. An unsuitable tool or setting can damage an already vulnerable asset.|om
460|E|application|Two CCTV contractors assign different defect codes to the same feature. What should the reviewer do?|Review the footage against the adopted coding standard and reconcile the record|Average the code numbers without examining their definitions|Keep the more severe code automatically without checking the observation|Delete the feature because disagreement makes inspection unusable|Coding consistency requires evidence and an adopted classification method. Averaging category labels or selecting a severity without review can create misleading condition data.|om
461|C|application|A road overlay raises the finished surface by 75 mm. An existing cover was 15 mm below the old surface. How much must the cover be raised to finish flush with the new surface?|90 mm|60 mm|75 mm|15 mm|The cover must make up its existing 15 mm depression plus the 75 mm rise: 90 mm. Actual adjustment details must also satisfy the frame, support and road specifications.|math
463|C|application|Stormwater enters around a manhole frame-to-chimney interface. The cover itself is intact and properly seated. What repair should be evaluated first?|A suitable repair or seal addressing the confirmed interface entry path|A downstream pump replacement without addressing the entry point|Cleaning the sewer invert as the primary repair of the frame interface|Replacing an unrelated upstream lateral to reduce the observed inflow|The remedy should target the demonstrated pathway and account for movement and material condition. Work elsewhere may not correct leakage at the frame-to-chimney interface.|om
466|E|recall|Which inspection method can map submerged sewer geometry using reflected acoustic signals?|Sonar inspection|Visible-light CCTV inspection|Above-water laser profiling|Smoke testing|Sonar uses acoustic reflections and can assess submerged geometry where optical inspection is limited. Interpretation still depends on equipment resolution, access and operating conditions.|om
467|E|recall|What does sewer laser profiling primarily quantify where the pipe surface is optically visible?|Cross-sectional geometry and dimensional deformation|Wastewater chemical composition at every connection|Buried pipe wall strength without material information|Groundwater inflow rates through all concealed joints|Laser profiling measures visible geometry, which can support assessment of ovality and dimensional change. It does not directly establish all structural properties or hidden leakage rates.|om
471|S|application|An independent audit finds a procedure exists but field crews cannot demonstrate its use. What conclusion is most appropriate?|Document availability alone does not demonstrate effective implementation|The procedure's existence proves the operation is fully compliant|The audit should exclude field observations once a document is supplied|The crews' experience makes implementation evidence unnecessary|An audit should distinguish documented arrangements from what actually happens. Observations, records and demonstrated practice help assess implementation and effectiveness.|om
473|S|application|An authorization renewal requires specified operating information, but the utility plans to submit an old application unchanged. What is the best action?|Check current requirements and reconcile the submission with actual system conditions|Submit unchanged because past acceptance guarantees current acceptance|Replace operating information with a general statement of good intentions|Assume a renewal automatically removes all existing conditions|A renewal must address the applicable current process and accurate system information. Previous acceptance does not establish that unchanged data remain complete or correct.|om
475|S|application|The utility discovers a significant error in information already supplied to an authority. What is the appropriate relationship-management response?|Verify the error and provide a transparent correction through the proper channel|Wait for the authority to discover it before acknowledging the issue|Change internal records to match the incorrect submitted information|Send unrelated positive performance results instead of correcting the error|A reliable regulatory relationship depends on accurate, traceable information. Corrections should identify what changed and preserve the evidence supporting the revised account.|om
476|S|application|A new applicable requirement changes a monitoring obligation. What completes an effective change-management response?|Assess applicability, update procedures and systems, then verify implementation|Circulate the requirement by email without assigning any changes|Update the document title while keeping the old monitoring schedule|Assume the laboratory will implement every operational change automatically|Awareness is only the beginning of implementation. Ownership, operational changes, training where needed and verification connect the requirement to actual practice.|om
478|M|application|A combined-sewer overflow project proposes disinfection without assessing solids, storage or receiving-water objectives. What is the principal review concern?|The selected process may not meet the defined objectives under actual overflow conditions|Disinfection automatically removes suspended solids and eliminates every impact|Storage cannot influence overflow frequency or treatment loading|A single treatment technology is universally required for every overflow site|Control choices should follow site-specific objectives, flow and pollutant characteristics. Disinfection alone does not establish complete treatment or suitability for all overflow conditions.|om
482|C|recall|Which description best identifies horizontal directional drilling for a pipeline crossing?|A steerable bore is developed and enlarged for installation along a planned path|Successive pipe sections are pushed from a shaft directly behind an excavation shield|A liner is cured inside the existing host pipe without creating a new bore|Existing pipe is fractured outward while a replacement pipe follows a bursting head|Horizontal directional drilling creates a guided bore and commonly includes enlargement and pipe installation. The other descriptions refer to pipe jacking, cured-in-place lining and pipe bursting.|om
483|C|recall|What is the defining installation action in pipe jacking?|Hydraulic thrust pushes pipe sections forward from a launch location behind excavation|A cable pulls replacement pipe through fragments of a deliberately broken host pipe|Resin-saturated lining is cured against the inside of an existing sewer|Vacuum pressure transports sewage through the completed network|Pipe jacking advances the installed pipe using thrust while excavation proceeds at the face. It is distinct from pipe bursting, lining and the operating principle of a vacuum sewer.|om
484|C|recall|What primarily moves wastewater through the collection piping in a vacuum sewer system?|A controlled pressure difference between atmospheric admission and the vacuum network|Continuous gravity flow in every pipe at atmospheric pressure|A grinder pump installed at every service as the defining transport mechanism|Capillary attraction along the internal pipe wall|Vacuum systems use a pressure difference and controlled admission of air and wastewater. Their valves, profiles and operating limits differ from conventional gravity and pressure sewer arrangements.|om
486|C|recall|In a septic tank effluent pumping system, what does the property pump normally convey downstream?|Effluent after settlement in the associated septic tank|The entire unsettled household wastewater stream as the defining design|Dry screenings separated at the central treatment plant|Compressed air used to power all downstream vacuum valves|A STEP system pumps septic-tank effluent, leaving retained solids to require appropriate tank maintenance. It should not be confused with a grinder-pump system conveying unsettled wastewater.|om
488|S|application|A supervisor bypasses an isolation check to recover schedule time while asking workers to follow the written procedure. What is the most important leadership correction?|Restore the required controls and align schedule decisions with safe practice|Keep the abbreviated check until a recordable incident demonstrates harm|Make the shortcut an informal privilege for senior staff|Evaluate safety solely by whether an injury occurred during the shortcut|Leadership behaviour affects whether controls are treated as real requirements. Schedule pressure should be resolved without normalizing an unassessed departure from the safe work arrangement.|hazards
489|S|application|A job hazard analysis assumes stable ground, but the crew finds water entering an excavation and ground movement. What should happen?|Pause affected work and reassess the changed conditions with appropriate controls|Continue because the original analysis was signed that morning|Add the observation to the form after completing the task|Move tools closer to the edge to shorten the time in the excavation|A hazard analysis must remain consistent with field conditions. Water and ground movement can materially change excavation risk and require reassessment before exposed work continues.|hazards
490|S|recall|Which sequence correctly states the usual hierarchy of hazard controls from preferred to least preferred?|Elimination, substitution, engineering controls, administrative controls, PPE|PPE, administrative controls, engineering controls, substitution, elimination|Elimination, administrative controls, PPE, engineering controls, substitution|Engineering controls, PPE, elimination, administrative controls, substitution|The hierarchy prioritizes removing the hazard or reducing exposure through stronger controls before reliance on procedures and personal protection. Practical selection still requires assessment of the particular hazard and task.|hazards
491|S|application|An incident review concludes that a worker skipped a step, but the step was absent from the field checklist. What should the investigation examine?|The checklist, training, supervision and conditions that allowed the omission|The worker's behaviour alone without examining the missing instruction|The equipment age as the automatic root cause of every omission|The injury outcome as proof that the procedure was otherwise complete|The immediate action is one part of the causal chain. System conditions and the actual instructions available to workers must be examined to select effective corrections.|hazards
492|S|application|A corrective action says 'retrain staff' after repeated isolation failures. What makes the action plan more dependable?|Specify the control changes, accountable owner and evidence of effective performance|Close the action as soon as a training invitation is sent|Replace the incident description with a general safety reminder|Set a completion date without defining what successful correction means|A useful action plan addresses the demonstrated cause and defines completion and effectiveness. Training may be part of the response but is not automatically the complete remedy.|hazards
493|S|application|A crew reports no injuries but has several overdue critical safety actions. What is the best interpretation?|The injury record alone does not establish adequate control of current exposure|Zero injuries prove that all critical actions can be deferred|Overdue actions become irrelevant if no compensation claim was filed|The action list should be removed from the dashboard to avoid contradiction|Lagging outcomes and current control evidence answer different questions. The absence of injury can coexist with serious unresolved exposure.|hazards
498|E|application|A wastewater heat-recovery proposal predicts energy savings but ignores fouling and access for cleaning. What should the equipment review add?|Evaluate heat-transfer performance over time and maintainable fouling controls|Assume initial clean-surface performance persists without maintenance|Treat all wastewater solids as additional useful heat-transfer surface|Select the exchanger by purchase price without operating access|An exchanger's useful performance depends on service conditions, fouling and maintenance. The review should consider sustained output and operability rather than clean-condition performance alone.|om
499|E|application|A digital upgrade proposes replacing field records with a cloud system despite frequent communications outages. What operational requirement is essential?|A verified continuity and reconciliation process for unavailable connectivity|Dependence on continuous connectivity without a fallback because the system is modern|Deletion of local records before testing recovery and reconciliation|Automatic acceptance of every missing reading as a normal condition|Digitization must preserve dependable operation and records through credible outages. Continuity, recovery and reconciliation should be demonstrated before removing existing support arrangements.|om
500|M|application|A resource-recovery project is expected to save energy but may increase odour and maintenance at a collection station. What is the appropriate evaluation?|Compare the full operating consequences and verified benefits within a stated system boundary|Count the projected energy benefit and exclude all operational drawbacks|Assume resource recovery is beneficial at every site by definition|Treat increased maintenance as proof that no recovery option can work|Resource-recovery decisions should evaluate net effects and local constraints. A stated system boundary helps avoid shifting costs or impacts out of the assessment.|om
502|M|application|A smart-network alert predicts an overflow, but its input level sensor is flagged as unreliable. What should the operator do?|Verify conditions using independent evidence and follow the incident response procedure|Treat the model output as a confirmed event regardless of input quality|Disable all alerts permanently because one sensor is unreliable|Publish an exact overflow volume before field or validated measurement evidence|Decision support depends on input quality and uncertainty. An alert can justify investigation, but confirmation and response should use the available reliable evidence and established procedures.|om
503|E|application|An augmented-reality display shows an isolation valve that was removed during a recent upgrade. What should the operator do?|Stop relying on that instruction and verify the current controlled asset information|Follow the overlay because digital instructions supersede physical evidence|Operate the nearest valve because its location is visually similar|Complete the task and update the model at the next annual review|Digital overlays can contain outdated asset information. Field discrepancies must be resolved using current verified information before safety-critical operation continues.|om
